word,meaning,word_type,last_sound,can_combine
ಪುಸ್ತಕದಂಗಡಿಗಳ,of bookstores,noun,ಳ,no
ಹೆಸರಿಸದ,unnamed,noun,ದ,yes
ಪಾರ್ಕ್ವೇ,Parkway,noun,ೇ,no
ಲೀವ್,Leave,noun,್,no
ಪ್ರವಾಸಿಗರ,Tourists,prefix,ರ,yes
ಡಿಸ್ಕೋ,Disco,noun,ೋ,no
ಮುದ್ರಣಾಲಯ,Press,noun,ಯ,yes
ವಾಸ್ತುಕೃತಿ,Architecture,noun,ಿ,no
ಅಡ್ಡಸರಳುಗಳು,horizontal lines,prefix,ು,yes
ಕ್ಯಾಥೆರೀನ್,Catherine,noun,್,no
ಎತ್ತಿತೋರಿಸುತ್ತದೆ,highlights,noun,ೆ,no
ಪಬ್ಲಿಷರ್ಸ್,Publishers,noun,್,no
ಅಮೌಖಿಕವಾಗಿ,Nonverbally,prefix,ಿ,yes
ಮಾತಿನಿಂದ,by word of mouth,noun,ದ,yes
ಗೊರ್ಬಚೇವ್,Gorbachev,noun,್,no
ಲೋಕರಂಗವನ್ನೂ,The world too,noun,ೂ,no
ಸರಣಿನ್ನು,series,noun,ು,no
ಬದ್ಧವಾಗುವುದಕ್ಕೆ,to commit,noun,ೆ,no
ರವಿವಾರ,sunday,noun,ರ,yes
ಸರಿಯಾಗಿರುವಂತೆ,As is correct,noun,ೆ,no
ಇಂದುಪ್ರಕಾಶ,Induprakash,noun,ಶ,no
ದೇಶಪ್ರೇಮದ,of patriotism,noun,ದ,yes
ಪ್ರತ್ಯೇಕಗೊಂಡವು,are isolated,prefix,ು,yes
೨೦೦೧ರ,2001,noun,ರ,yes
ವೃತ್ತಕ್ಕೆ,to the circle,noun,ೆ,no
ತೆಕ್ಕೆಗೆ,to the arm,noun,ೆ,no
೧೯೮೮ರವರೆಗೆ,Till 1988,noun,ೆ,no
ಶಾಖೆಗಳಿಗೆ,to branches,noun,ೆ,no
ದಹನವು,Combustion,noun,ು,no
ಉಡುಪಿಯಿಂದ,From Udupi,noun,ದ,yes
ಅರ್ಪಿಸಿ,dedicate,prefix,ಿ,yes
ಹಸುಗಳಿಗೆ,for the cows,noun,ೆ,no
ಸಮಾನರಾಗಿ,Be equal,noun,ಿ,no
ಲಿಡೊಕೈನ್,Lidocaine,noun,್,no
ಸ್ರಾವದಿಂದ,from secretion,noun,ದ,yes
ಮೀಟರಿಂಗ್,Metering,noun,್,no
ಬೌದ್ಧಿಕ,Intellectual,noun,ಕ,yes
ವಿಂಡ್,Wind,prefix,್,yes
ಐಏಎಸ್,IAS,noun,್,no
ಉಪಕ್ರಮಗಳನ್ನು,initiatives,prefix,ು,yes
ಸ್ವಾನ್ಸ್,Swans,noun,್,no
ಬಾಲ್,Ball,noun,್,no
ಶೂಟಿಂಗ್,Shooting,noun,್,no
ಕುರಿಗಳ,of sheep,noun,ಳ,no
ಕಜ್ಜಿ,the itch,noun,ಿ,no
ತುರಿಗಜ್ಜಿ,Grated,noun,ಿ,no
ರಂದು,on,noun,ು,no
ಪ್ರಚಲಿತವಾದರೂ,Although prevalent,prefix,ೂ,yes
ನೀತಿಶಾಸ್ತ್ರಕ್ಕೆ,to ethics,noun,ೆ,no
ಸಂಹಿತೆಯನ್ನು,Code,prefix,ು,yes
ಕಾನೂನಿನ,of law,noun,ನ,yes
ಪಾಲಿಸುವಂತೆ,to obey,noun,ೆ,no
ಕೌಂಟರ್ಪಾರ್ಟ್ಸ್ಗಳಿಗಿಂತ,than counterparts,noun,ತ,yes
ಪ್ಲೇಟ್ಗಳೊಂದಿಗೆ,with plates,noun,ೆ,no
ಪ್ರೊಪೆಲ್ಲರ್,Propeller,prefix,್,yes
ಈಗ,Now,noun,ಗ,yes
ಗ್ರಂಥಗಳಲ್ಲಿ,In the scriptures,noun,ಿ,no
ಜಯದೇವಿತಾಯಿ,Jayadevitai,noun,ಿ,no
ರಂಗಾಚಾರ್ಯ,Rangacharya,noun,ಯ,yes
ಕೃಷ್ಣರಾವ್,Krishna Rao,noun,್,no
ಕುಂದಣಗಾರ,Hangman,noun,ರ,yes
ಸಲ್ಲಿಸಲಾಗುವುದು,will be submitted,noun,ು,no
ಸ್ವಚ್ಛತೆ,Cleanliness,noun,ೆ,no
ತಿಳಿಸಿಕೊಡಲಾಗುತ್ತದೆ,Will be informed,noun,ೆ,no
ಸ್ಥಪತಿ,Sthapathi,noun,ಿ,no
ಪೋಷಣೆಗಾಗಿ,For nourishment,noun,ಿ,no
ಕುಶಲಚಲನೆಗಳನ್ನು,maneuvers,noun,ು,no
ಪ್ರತಿರೋಧವಾಗಿ,As resistance,prefix,ಿ,yes
ಪ್ರಮಾಣೀರಿಸಲಾಗಿಲ್ಲ,Not certified,prefix,ಲ,yes
ತತ್ತ್ವಶಾಸ್ತ್ರದ,of philosophy,noun,ದ,yes
ಹರಕೊಡ,Harakoda,noun,ಡ,yes
ವ್ಯತಿತ್ವ,contrast,noun,ವ,yes
ಕಾರ್ಖಾನೆಗಳು,Factories,noun,ು,no
ಮನೆಗಳ,of houses,noun,ಳ,no
ಕಡಪಾ,Kadapa,noun,ಾ,no
ಪುರುಷರು,Men,noun,ು,no
ಪಾಪಸಾನಿ,Papasani,noun,ಿ,no
ದರ್ಬಾರು,Court,noun,ು,no
ಹಲವರಿಗೆ,For many,noun,ೆ,no
ಪಾಲಿಸುತ್ತಾರೆ,obeys,noun,ೆ,no
ಮರದಲ್ಲಿರುವ,In the tree,noun,ವ,yes
ಮರದಲ್ಲಿನ,In the tree,noun,ನ,yes
ಜೀರ್ಣಶಕ್ತಿಯನ್ನು,Digestive power,noun,ು,no
ಗಟ್ಟಿಯಾಗಿರುತ್ತದೆ,is hard,noun,ೆ,no
ಸ್ಕೊಪೋಲೆಟಿನ್,Scopoletin,noun,್,no
ಅಜೀರ್ಣ,indigestion,prefix,ಣ,yes
ತೇವಾಂಶ,moisture,noun,ಶ,no
ಕುರುಗಳು,Kurus,noun,ು,no
ಸರಣಿ,series,noun,ಿ,no
ಫ್ರೆಂಡ್ಸ್ನ,of friends,noun,ನ,yes
ಥೆರೌಕ್ಸ್,Theroux,noun,್,no
ಅಲೆಕ್,Alec,prefix,್,yes
ಸೆಸೆ,Cece,noun,ೆ,no
ವಿಟ್ಲಾಮ್,Whitlam,prefix,್,yes
ರೋನಾಲ್ಡ್,Ronald,noun,್,no
ಕಲ್ಲಾಘನ್,Callaghan,noun,್,no
ಆಟ್ಲೀ,Attlee,noun,ೀ,no
ದ್ವೀಪವ,island,noun,ವ,yes
ಎಚ್,H,noun,್,no
ಪಾಠಕರು,The teachers,noun,ು,no
ಚನ್ನಪಟ್ಟಣ,Channapatnam,noun,ಣ,yes
ಸ್ಥಳಗಳು,places,noun,ು,no
ಜನಸಂಪರ್ಕಕ್ಕೆ,For public relations,noun,ೆ,no
ಬಾಚಿಹಳ್ಳಿಯಲ್ಲಿ,In Bachihalli,noun,ಿ,no
ಶ್ರೀ,Mr,noun,ೀ,no
ಚಿಕ್ಕನಾಯಕನಹಳ್ಳಿಯಿಂದ,From Chikkanayakanahalli,noun,ದ,yes
ಮುತ್ತಜ್ಜ,great grandfather,noun,ಜ,no
ವಚನಗಳು,Vows,noun,ು,no
ಐವೊ,Ivo,noun,ೊ,no
ಭಾಬಿ,Bhabi,noun,ಿ,no
ಉಪಯೊಗಿಸಲಾಗಿದೆ,used,prefix,ೆ,yes
ಪೌನಾರ್,Paunar,noun,್,no
ಎಂಬೊ,Emb,noun,ೊ,no
ಅಜ್ಜ,grandfather,prefix,ಜ,yes
ಸಾಯುತ್ತಿರುವ,dying,noun,ವ,yes
ಇವುಗಳಿಂದ,From these,noun,ದ,yes
ಸೃಷ್ಟಿಗೆ,to creation,noun,ೆ,no
ಹಗ್ಗಗಳ,of ropes,noun,ಳ,no
ಕುರಕಾವೊ,Curacao,noun,ೊ,no
ವ್ಯವಸ್ಥೆಗಾಗಿ,for system,noun,ಿ,no
ಮುಂದುವರಿದ,Continued,noun,ದ,yes
ಸಹಿಸದಾದ,tolerated,noun,ದ,yes
ಮನೋಭಾವ,Attitude,noun,ವ,yes
ತಡೆವ,prevent,noun,ವ,yes
ಅರಿತುದಾಗಿ,Realized,prefix,ಿ,yes
ಕೊಡುಗೆ,contribution,noun,ೆ,no
ಶಿಖರಗೋಪುರಗಳು,Spire towers,noun,ು,no
ಫ್ಲಿಂಟ್,Flint,noun,್,no
ನಾರ್ತ್,North,noun,್,no
ಪ್ಯಾಡ್,Pad,noun,್,no
ಸ್ಥಿತಿ,condition,noun,ಿ,no
ಅವಕಾಶ,chance,prefix,ಶ,yes
ಸಂದೇಶ,message,prefix,ಶ,yes
ಗಜಲಕ್ಷ್ಮೀ,Gajalakshmi,noun,ೀ,no
ಶಿಲಾನ್ಯಾಸ,foundation stone,noun,ಸ,no
ತೂಗುಹಾಕಲಾಗಿದೆ,is hung,noun,ೆ,no
ಪ್ರಭಾವಳಿಯಲ್ಲಿ,In influence,prefix,ಿ,yes
ಕಥನ,the story,noun,ನ,yes
ಯವರ,of,noun,ರ,yes
ಸಂನ್ಯಾಸಿ,a hermit,prefix,ಿ,yes
ಪ್ರಭಾವದೊಂದಿಗೆ,with impact,prefix,ೆ,yes
ಬೇಕಾಗುವ,needed,noun,ವ,yes
ನಿಂತಿರಬೇಕು,Must stand,noun,ು,no
ನಿಂತು,stand up,noun,ು,no
ಆಟದ,game,noun,ದ,yes
ಹತ್ತಿರದಲ್ಲಿರುವವರಿಗೆ,For those nearby,noun,ೆ,no
ಹೆತ್ತವರ,parents,noun,ರ,yes
ಅರ್ಚಕರಾಗಿದ್ದರು,He was a priest,prefix,ು,yes
ಮುರುಗನ್,Murugan,noun,್,no
ಕುಮಾರಕೊಟ್ಟಂ,Kumarakottam,noun,ಂ,no
ಕೇಂದ್ರವಾಗಿದೆ,is central,noun,ೆ,no
ಕಟ್ಟುವ,to build,noun,ವ,yes
ಗಿಡಿಗೆರೆಯ,Gidigere,noun,ಯ,yes
ಹಾಡುವ,singing,noun,ವ,yes
ಅತಿಹೆಚ್ಚಿನ,the highest,prefix,ನ,yes
ಚಾಂಪಿಯನ್,Champion,noun,್,no
ಕಾಲವ್ಯಯವಾಗಿ,As a waste of time,noun,ಿ,no
ಸುಬ್ಬರಾಯರು,Subbaraya,prefix,ು,yes
ಹೆಸರಾಯಿತು,Became famous,noun,ು,no
ಭಕ್ತಾದಿಗಳಿಗೆ,For devotees,noun,ೆ,no
ಶಿಷ್ಯೆಯಾಗಿದ್ದ,Was a disciple,noun,ದ,yes
ಹೊರಬಂದಿತು,came out,noun,ು,no
ಆಳ್ವಾಸ್,Alwas,noun,್,no
ನಾವೀನ್ಯತೆಗೆ,to innovation,noun,ೆ,no
ಅಧ್ಯಯನ,study,prefix,ನ,yes
ಸೇಡಿನ,Revenge,noun,ನ,yes
ಅನಮ್ಮ,Anamma,prefix,ಮ,yes
ಕಲಾಕುಂಜ,Kalakunja,noun,ಜ,no
ಗೀತೆಗಳು,Songs,noun,ು,no
ಎಮಿಲ್,Emil,noun,್,no
ಪುಜಿಸಬೇಕು,should be worshipped,noun,ು,no
ತಪ್ಪಿಸಿ,avoid,noun,ಿ,no
ಬದನೆ,eggplant,noun,ೆ,no
ವಿಷದಂತೆಯೇ,Like poison,prefix,ೇ,yes
ಕಂಡ,seen,noun,ಡ,yes
ಲ್ಯಾಕ್ಟಿಕ್,Lactic,noun,್,no
ಥೆರೇಸಾ,Theresa,noun,ಾ,no
ತ್ತು,was,noun,ು,no
ದೇವಗನ್,Devgan,noun,್,no
ಪಂಡಿತರಿಗೆ,For scholars,noun,ೆ,no
ಕ್ರಿಸ್ಚಿಯನ್,Christian,noun,್,no
ರಚಿಸಲಾಗಿದೆಯೇ,Is it created?,noun,ೇ,no
ಪದಕ್ಕೂ,word for word,noun,ೂ,no
ಖಾತೆಯನ್ನು,account,noun,ು,no
ಮ್ಯಾನೇಜ್ಮ್ಂಟ್,Management,noun,್,no
ನಿಫ್ಟಿ,Nifty,noun,ಿ,no
ಕೋರಿಯಾ,Korea,noun,ಾ,no
ಅಥ್ಲೆಟಿಕ್ಸ್,Athletics,prefix,್,yes
ಆಂಟಿಲ್,Antill,noun,್,no
ಕರೆದೊಯ್ಯಿತು,took away,noun,ು,no
ಪುಣೆಯಲ್ಲಿರುವ,in Pune,noun,ವ,yes
ಚಾರ್,Char,noun,್,no
ಟೈಸನ್,Tyson,noun,್,no
ಬಿಗಿನ್ಸ್,Begins,noun,್,no
ಡ್ರಾಬ್ರಿಡ್ಜ್,Drawbridge,noun,್,no
ಪತ್ರಕರ್ತರಾಗಿ,Become a journalist,noun,ಿ,no
ವರ್ಣರಂಜಿತವಾಗಿ,Colorfully,noun,ಿ,no
ಅರಸರು,the kings,prefix,ು,yes
ಬೇಟೆಗಾರರ,of hunters,noun,ರ,yes
ಗಳಷ್ಟಿದೆ,There are many,noun,ೆ,no
ವಹಿಸಿದ,entrusted with,noun,ದ,yes
ಹೊಗೆಯಾಡುವಂತೆ,like smoking,noun,ೆ,no
ಕರೆಕೊಟ್ಟಾಗ,When called,noun,ಗ,yes
ಸಿಎಂ,CM,noun,ಂ,no
ದೈವಕೃಪೆಯಿಂದ,By the grace of God,noun,ದ,yes
ಜನ್ಮಸ್ಥಳಕ್ಕೆ,to the place of birth,noun,ೆ,no
ಜನರನ್ನೂ,People too,noun,ೂ,no
ಸಾಸಲಗಿ,Sasalagi,noun,ಿ,no
ದೇಗಿನಾಳ,Degina's,noun,ಳ,no
ಫರ್ಡ್ಗಳಲ್ಲಿ,In the furds,noun,ಿ,no
ಸುದ್ದಿಪತ್ರಗಳೂ,Newsletters too,prefix,ೂ,yes
ಕಟುವೆನಿಸಿ,Make it spicy,noun,ಿ,no
ತಿರುಪತಿಗೆ,to Tirupati,noun,ೆ,no
ಗಿರಿವಾಸ,hill dwelling,noun,ಸ,no
ವೆಂಕಟೇಶನನ್ನು,Venkatesh,noun,ು,no
ಕನಕನ,of Kanaka,noun,ನ,yes
ನಿಲ್ಲುತ್ತಾನೆ,will stop,noun,ೆ,no
ಹಿತಚಿಂತಕ,benevolent,noun,ಕ,yes
ಅಗ್ರಜರು,The leaders,prefix,ು,yes
ಮೂರ್ತಿಯವರ,Murthy's,noun,ರ,yes
ಪತ್ರಿಕೆಯಿಂದ,From the newspaper,noun,ದ,yes
ವೆಲ್ಷ್,Welsh,noun,್,no
ಸದ್ದಿಲ್ಲದೆ,Quietly,noun,ೆ,no
ಸುಧಾರಣೆ,Improvement,prefix,ೆ,yes
ರಾಯಲ್,Royal,noun,್,no
ಯಾವಸಂಗತಿಗಳನ್ನೂ,Anything,noun,ೂ,no
ಸೈಕಲ್,Cycle,noun,್,no
ಸರಕಾರಗಳಿಗೆ,For governments,noun,ೆ,no
ನಿಧಿಯಾಗಿದ್ದಂತೆ,Like a treasure,noun,ೆ,no
ಕಂಡವರು,who saw,noun,ು,no
ರಿಟೇಲಿಂಗ್,retailing,noun,್,no
ರಷ್ಯಾದಿಂದ,From Russia,noun,ದ,yes
ಮಳಿಗೆಯನ್ನು,the store,noun,ು,no
ವೇಷದಲ್ಲಿ,in disguise,noun,ಿ,no
ಹಚ್ಚುವ,burning,noun,ವ,yes
ಮೇಲೇರುತ್ತದೆ,rises up,noun,ೆ,no
ಹಬ್ಬವೇ,Festival itself,noun,ೇ,no
ವರ್ಷವೆಲ್ಲಾ,All year round,noun,ಾ,no
ಕತೆಯಿದೆ,There is a story,noun,ೆ,no
ಮಧ್ಯ,the middle,noun,ಯ,yes
ಭೈರವನಿಗೆ,To Bhairava,noun,ೆ,no
ಉಜ್ಜೆಯನ್,Ujjain,noun,್,no
ಕಲಾವಿದೆಯಾಗಿದ್ದು,She is an artist,noun,ು,no
ಭೂತಂ,Ghost,noun,ಂ,no
ನೋವಿಗೆ,for pain,noun,ೆ,no
ನಿರ್ಬಂಧಿಸುತ್ತದೆ,restricts,noun,ೆ,no
ಕುಟುಂಬದಲ್ಲಿನ,in the family,noun,ನ,yes
ಆಸ್ಟಿಯೊಪೊರೋಸಿಸ್,Osteoporosis,noun,್,no
ಬ್ರಾಕಲಿ,Broccoli,noun,ಿ,no
ನೆಂಬ,believe,noun,ಬ,yes
ಕೊಂದನು,killed,noun,ು,no
ಘಟೋತ್ಕಚ,Ghatotkacha,noun,ಚ,no
ಅಭಿಮನ್ಯು,Abhimanyu,prefix,ು,yes
ನೆಲೆಸಿದರು,Settled,noun,ು,no
ತಾನೂ,himself,noun,ೂ,no
ಮೇಲಿದ್ದು,Above,noun,ು,no
ತೊಂದರೆ,trouble,noun,ೆ,no
ಉಪಯೋಗಿಸಬಹುದಾದ,Usable,prefix,ದ,yes
ಗುಂಡಲಪೇಟೆ,Gundalpet,noun,ೆ,no
ಸೋಯಾ,soy,noun,ಾ,no
ಮನೆಯಲ್ಲೇ,At home,noun,ೇ,no
ಬಂಗ್ಲಾ,Bangla,noun,ಾ,no
ಹೆಸರುವಾಸಿಯಾಯಿತು,became famous,noun,ು,no
ಎಲ್ಲೋ,somewhere,noun,ೋ,no
ನಿರ್ಮಿಸಲಾಗಿರುವ,Built,noun,ವ,yes
ಹೊರಹೊಮ್ಮುವ,Emergent,noun,ವ,yes
ಜನಪ್ರಿಯವಾಗತೊಡಗಿದಂತೆ,As it became popular,noun,ೆ,no
ರಾಯರು,Roy,noun,ು,no
ಸುಮುಖ,good luck,prefix,ಖ,yes
ಸಾಗುತ್ತಾರೆ,will move,noun,ೆ,no
ಚಲನಚಿತ್ರರಾಷ್ಟ್ರೀಯ,Film Nation,noun,ಯ,yes
ಸಾರ್,sir,noun,್,no
ಅರಳಿತು,bloomed,prefix,ು,yes
ಶಾದಿ,marriage,noun,ಿ,no
ತಲುಪಿತು,reached,noun,ು,no
ಬೆಳೆಗೆ,to crop,noun,ೆ,no
ಉಗಮಿಸಿ,arise,noun,ಿ,no
ಹಿಮ,the snow,noun,ಮ,yes
ಮುಖದಿಂದ,from the face,noun,ದ,yes
ಮೀನುಗಾರ,a fisherman,noun,ರ,yes
ಸಂಗಮದ,Confluence,prefix,ದ,yes
ಸಂಪತ್,wealth,prefix,್,yes
ಶಾರದಾ,Sarada,noun,ಾ,no
ಕರಿಂನಗರ,Karimnagar,noun,ರ,yes
ಗ್ರಾಮವಿದೆ,There is a village,noun,ೆ,no
ಗುಣಾಪೇಕ್ಷೆಯನ್ನು,Qualification,noun,ು,no
ಏಳಕ್ಕಾಯ್,Elakkai,noun,್,no
ಪಾತಿಗಳನ್ನು,parties,noun,ು,no
ಒಡಿಯಾ,Odia,noun,ಾ,no
ನಗರದಿಂದ,from the city,noun,ದ,yes
ಮೋರ್ಟ್ಸ್,Morts,noun,್,no
ಬಾಲ್ಯವಿವಾಹ,child marriage,noun,ಹ,no
ಎದುರಿಸಬಹುದು,can face,noun,ು,no
ಕಾನೂನುಬದ್ಧವಾಗಿ,Legally,noun,ಿ,no
ನ್ಯಾಯವ್ಯಾಪ್ತಿಯ,Jurisdiction,noun,ಯ,yes
ಅಭಿಮಂಜೀ,Abhimanji,prefix,ೀ,yes
ಹಳ್ಳಿಗರಿಗೆ,For the villagers,noun,ೆ,no
ಬೆಳೆಸುವಲ್ಲಿ,in raising,noun,ಿ,no
ಸ್ವೀಕೃತದಾರರು,Recipients,noun,ು,no
ಅಭಿನಾಂಜಿ,Abhinanji,prefix,ಿ,yes
ಸಂಚಾರಿ,mobile,prefix,ಿ,yes
ಜಿಗುಪ್ಸೆ,squeamish,noun,ೆ,no
ನಾಟ್ಯ,dance,noun,ಯ,yes
ಹೋಲಿಸಿದಲ್ಲಿ,In comparison,noun,ಿ,no
ಸೂರ್ಯನಿಗೆ,to the sun,noun,ೆ,no
ಅಳವಡಿಸಲಾಗಿತ್ತು,was installed,prefix,ು,yes
ಅಗತ್ಯವಾದ,necessary,noun,ದ,yes
ಉತ್ತರದಲ್ಲಿ,in the north,noun,ಿ,no
ಸತಾರ,Satara,noun,ರ,yes
ದೇವತೆಯೆಂದು,As a deity,noun,ು,no
ಶತಕ,Century,noun,ಕ,yes
ಉಲ್ಲೇಖವಿದೆ,There is a reference,noun,ೆ,no
ಸ್ಥಾಪಿತವಾಗಿದ್ದು,Established,noun,ು,no
ಉಪಕರಣ,tool,prefix,ಣ,yes
ಎಂಪಾಸಿಸ್,Emphasis,noun,್,no
ಅಂತರಘಟ್ಟಮ್ಮ,Antarghattamma,prefix,ಮ,yes
ತೀರ್ಥಹಳ್ಳಿ,Tirthahalli,noun,ಿ,no
ಇಲ್ಲಿಯ,of here,noun,ಯ,yes
ಹೋಗುವ,going,noun,ವ,yes
ಜಲ್ಲೆಯ,of Jalle,noun,ಯ,yes
ಕಿವಿಯು,the ear,noun,ು,no
ಬೆಂಗಳೂರ್,Bangalore,noun,್,no
ಪಟ್ಟಳು,got,noun,ು,no
ಪ್ರತಿರೂಪವನ್ನು,counterpart,prefix,ು,yes
ಯಾವುದರದ್ದಾದರೂ,Anything,noun,ೂ,no
ಕರೆಯಬಹುದು,can be called,noun,ು,no
ವಯಸ್ಸಿನವರೆಗೂ,until age,noun,ೂ,no
ವಿಭಿನ್ನವಾಗಿರುತ್ತವೆ,are different,prefix,ೆ,yes
ಉಳಿಸುವುದರಲ್ಲಿ,in saving,noun,ಿ,no
ಖಾದ್ಯವಸ್ತು,Edible,noun,ು,no
ವಿಧಗಳಲ್ಲಿ,in types,prefix,ಿ,yes
ಗರ್ವಾಲಿ,Garhwali,noun,ಿ,no
ಘಜ್ನಿ,Ghazni,noun,ಿ,no
ಕೊರ್ಕು,the fear,noun,ು,no
ಹಾರ್ಬರ್,Harbour,noun,್,no
ಸಂಯೋಗದ,Conjugation,prefix,ದ,yes
ಜಾತ್ರೆ,fair,noun,ೆ,no
ಕಡಾಯಿಗಳೂ,Cauldrons too,noun,ೂ,no
ಮಧ್ಯಜಾವಾದಲ್ಲಿ,In Central Java,noun,ಿ,no
ಅಂತ್ಯಭಾಗದೊಳಗಾಗಿ,within the end,prefix,ಿ,yes
ಚೋಳರೂ,The Cholas,noun,ೂ,no
ಸ್ಥಿರಪಡಿಸಿಕೊಂಡರು,Stabilized,noun,ು,no
ಚಮಕಿ,shine,noun,ಿ,no
ಗೂಡುಕಟ್ಟುವ,nesting,noun,ವ,yes
ಶ್ವಾಸಕೋಶ,the lungs,noun,ಶ,no
ಜಿಲ್ಲೆಯಾಗಿದೆ,The district is,noun,ೆ,no
ಸಂಯೋಜಿತವಾದ,Combined,noun,ದ,yes
ಭಾಗದಲ್ಲಿದೆ,is in part,noun,ೆ,no
ಭೂತಾರಾಧನೆ,idolatry,noun,ೆ,no
ಪುಡಿಯಾಗಿದೆಯೆಂಬುದನ್ನು,that is powdery,noun,ು,no
ರಂಗಾಯಣ,Rangayana,noun,ಣ,yes
ಪಿಂಕಿ,Pinkie,noun,ಿ,no
ವಿದ್ಯಾರ್ಥಿಯಾಗಿ,As a student,prefix,ಿ,yes
ಆರೀಯ,Arya,noun,ಯ,yes
ಹೂವಿನಲ್ಲಿ,in flower,noun,ಿ,no
ಅಬ್ಯೂಟಿಲಾನ್,Abutilon,prefix,್,yes
ಟೂವಟಾರಕ್ಕೆ,To Toowatara,noun,ೆ,no
ಉಬ್ಬೇಣು,swelling,noun,ು,no
ಮೊಟ್ಟೆಯಿಡುವ,Spawning,noun,ವ,yes
ಹೊರಬರುತ್ತವೆ,come out,noun,ೆ,no
ಉದಯರವಿ,dawn,noun,ಿ,no
ಈಶಾನ್ಯೆ,Northeast,noun,ೆ,no
ಬರಹಗಾರರಂತೆ,As a writer,noun,ೆ,no
ಓತಿಯ,Othiya,noun,ಯ,yes
ಪೇಂಟಿಂಗ್,Painting,noun,್,no
ರಾರಾಜಿಸಿತ್ತಿವೆ,are pleased,noun,ೆ,no
ಬರೋಡಾ,Baroda,noun,ಾ,no
ಸ್ವಿಟ್ಜರ್ಲೆಂಡ್,Switzerland,noun,್,no
ಚಿ,Ch,noun,ಿ,no
ಕುವೆ೦ಪು,Kumpu,noun,ು,no
ಯಾರೇ,who,noun,ೇ,no
ಆನಂದಿಸಬೇಕು,should be enjoyed,noun,ು,no
ಎಳ್ಳಮಾವಾಸ್ಯೆ,Elamavasye,noun,ೆ,no
ಬ್ರೂ,Brew,noun,ೂ,no
ಚಹಾಗಳಿಗಿಂತ,than teas,noun,ತ,yes
ಕುಶಲಕರ್ಮಿ,craftsman,noun,ಿ,no
ಫ್ಯೂಜಿಯನ್,Fujian,noun,್,no
ಯುರೋಪಿಯನ್ನರ,Europeans,noun,ರ,yes
ಕೆಳಗಿನಂತಿದೆ,is as follows,noun,ೆ,no
ಮೋಹನಕಲ್ಯಾಣಿ,Mohankalyani,noun,ಿ,no
ಧೈವತ,Divine,noun,ತ,yes
ರಾಗಂ,Ragam,noun,ಂ,no
ಶ್ರುತಿ,Shruti,noun,ಿ,no
ಗ್ರಾಮಿ,Grammy,noun,ಿ,no
ಬಲ್ಲಾಡ್,Ballad,noun,್,no
ವಾಣಿಜ್ಯೀಕರಣವು,Commercialization,noun,ು,no
ಪ್ರಸಾರ,broadcasting,prefix,ರ,yes
ಮಲ್ಪೆಯಲ್ಲಿ,In Malpe,noun,ಿ,no
ಆಕರ್ಷಣೆಗಳೆಂದರೆ,The attractions are,noun,ೆ,no
ಹೊಂದುತಲಿದೆ,will bring,noun,ೆ,no
ಐಶ್ವರ್ಯ,Aishwarya,noun,ಯ,yes
ಜಗಜ್ಜ್ಯೋತಿ,Jagajjyoti,noun,ಿ,no
ಚಿಪ್ಪುಹಂದಿ,Porcupine,noun,ಿ,no
ಅಭಯಾರಣ್ಯ,the sanctuary,prefix,ಯ,yes
ರೀಸಸ್,Rhesus,noun,್,no
ಪ್ರದರ್ಶಿಸಲ್ಪಟ್ಟು,displayed,prefix,ು,yes
ತಪ್ಪಿಸುವ,avoiding,noun,ವ,yes
ಸಿದ್ಧನಿರುವವನು,willing,noun,ು,no
ಆದರ್ಶದ,ideal,noun,ದ,yes
ಇಜಿಪ್ಷಿಯನ್,Egyptian,noun,್,no
ಅಗಾ,Aga,prefix,ಾ,yes
ಹಸ್ಸನ್,Hassan,noun,್,no
ಗುದ್ದುವುದು,punching,noun,ು,no
ಸ್ಥಾನನಿರ್ಧರಣೆಗೆ,For positioning,noun,ೆ,no
ನಾಟಕಗಳನ್ನೂ,Dramas too,noun,ೂ,no
ಉಪಾಧ್ಯಕ್ಷರಾಗಿ,as Vice President,prefix,ಿ,yes
ಬಹುಮತ,the majority,noun,ತ,yes
ಜತ್ತಿ,Jatti,noun,ಿ,no
ಕಾಬ್ಲ್,Cobble,noun,್,no
ಪರ್ವತಗಳ,of the mountains,noun,ಳ,no
ಬೌಲ್ಟರ್,Boulter,noun,್,no
ಅವರೆ,They are,prefix,ೆ,yes
ಊರುಮಾರಮ್ಮ,Urumarama,noun,ಮ,yes
ಗೆರೆಗಳೂ,Lines too,noun,ೂ,no
ವಿಸ್ತೃತವಾದ,Extended,noun,ದ,yes
ಸ್ಯಾಮ್ಸಂಗ್ನ,of Samsung,noun,ನ,yes
ಎಫ್ಹೆಚ್ಡಿ,FHD,noun,ಿ,no
ವಿಝ್,Viz,prefix,್,yes
ಗೊರಿಲ್ಲಾ,Gorilla,noun,ಾ,no
ನ್ಯಾನೊ,Nano,noun,ೊ,no
ಚಾಮರಾಜನಗರ,Chamarajanagar,noun,ರ,yes
ಕುಲಕ್ಕೆ,to clan,noun,ೆ,no
ಪ್ರದೇಶಗಳಾದ,Areas such as,prefix,ದ,yes
ಸಂಗೀತರಸ,music,prefix,ಸ,yes
ಬದುಕಿದ್ದುದು,Lived,noun,ು,no
ಒಪ್ಪಿಲ್ಲ,Disagree,noun,ಲ,yes
